,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
39,549.0,781.0,42,366,2012.0,4,1,4,2.5,148213.0,0,0,1,0,2,0
40,27284.0,891.0,18,310,2016.0,8,0,4,2.0,105394.0,2,1,1,0,1,12
41,32929.0,779.0,3,43,2013.0,1,1,4,2.0,160000.0,0,2,0,0,1,12
42,15458.0,966.0,18,396,2009.0,1,1,4,2.0,123346.0,0,1,1,0,1,4
43,26657.0,779.0,28,699,2004.0,5,0,1,2.2,300000.0,1,2,1,0,14,1
44,10663.0,988.0,44,595,2007.0,3,0,4,1.5,318400.0,0,1,1,0,12,6
45,12858.0,765.0,13,360,2015.0,8,0,4,2.0,91200.0,0,1,1,0,13,10
46,12858.0,779.0,22,588,2016.0,3,0,4,1.2,107000.0,1,1,1,0,12,2
47,17158.0,687.0,18,310,2010.0,8,1,4,1.6,122740.0,0,1,1,0,14,4
48,12231.0,779.0,31,94,2005.0,4,0,3,2.4,144000.0,2,0,1,1,14,16
49,94.0,779.0,17,340,2003.0,3,0,4,1.5,178000.0,3,1,1,1,12,4
50,25591.0,640.0,41,477,2013.0,4,1,1,2.0,85704.0,0,1,1,0,12,4
51,14897.0,836.0,18,655,2010.0,4,1,1,2.0,58962.0,0,1,1,0,14,4
52,23521.0,779.0,44,200,2013.0,8,1,2,2.5,90000.0,2,1,1,0,14,12
53,706.0,777.0,27,63,2014.0,8,1,4,2.5,0.0,0,1,1,0,11,12
54,16935.0,765.0,13,379,2015.0,8,1,4,2.0,71454.0,0,1,1,0,1,0
55,19444.0,781.0,44,200,2012.0,8,1,4,2.5,0.0,2,1,1,0,1,6
56,11604.0,639.0,18,672,2014.0,8,1,3,2.0,346470.0,0,1,1,0,12,4
57,9408.0,779.0,28,146,1999.0,8,0,1,2.2,111111.0,1,2,1,0,12,4
58,17876.0,779.0,32,661,2012.0,6,0,4,2.0,143000.0,2,1,1,1,14,12
59,20071.0,779.0,44,625,2008.0,4,0,4,2.4,135000.0,0,0,1,0,12,8
60,22894.0,862.0,18,411,2011.0,6,1,1,2.5,124444.0,0,1,1,0,15,4
61,18660.0,779.0,18,672,2013.0,8,1,4,2.4,130000.0,2,1,1,0,1,6
62,22580.0,1017.0,28,299,2017.0,8,1,4,2.0,50930.0,0,2,1,0,1,12
63,11604.0,639.0,18,672,2014.0,8,1,3,2.0,264872.0,0,1,1,0,12,4
64,5488.0,751.0,15,716,2013.0,4,1,4,2.4,138958.0,0,1,1,0,1,12
65,18817.0,609.0,44,200,2018.0,8,1,2,2.5,35058.0,0,1,1,0,14,12
66,21169.0,697.0,17,424,2015.0,4,0,4,1.8,33330.0,0,0,1,0,7,8
67,9095.0,779.0,12,46,2011.0,1,0,4,1.2,141000.0,0,1,0,1,11,4
68,1568.0,639.0,47,448,2014.0,8,1,1,2.0,82392.0,0,1,1,0,12,12
69,17876.0,585.0,18,324,2013.0,8,1,4,1.8,117920.0,2,1,1,0,7,12
70,11290.0,891.0,18,672,2016.0,8,1,3,2.0,279787.0,0,1,1,0,12,4
71,21395.0,781.0,18,411,2012.0,9,1,1,2.5,166144.0,0,1,1,0,12,4
72,15681.0,891.0,18,672,2016.0,8,1,3,2.0,258706.0,0,1,1,0,12,4
73,40070.0,690.0,44,101,2016.0,3,1,4,1.5,25807.0,0,1,1,0,1,4
74,11917.0,779.0,28,67,2008.0,3,0,4,1.7,180000.0,0,1,1,0,5,8
75,35927.0,640.0,41,633,2013.0,4,1,1,2.0,137267.0,0,1,1,0,12,4
76,15624.0,707.0,18,396,2011.0,1,1,4,2.0,107005.0,0,1,1,0,7,4
77,43880.0,891.0,18,655,2016.0,4,1,1,2.0,113700.0,0,1,1,0,12,4
78,29479.0,584.0,28,150,2014.0,8,1,4,1.8,69000.0,2,2,1,0,7,8
79,17249.0,779.0,44,200,2011.0,8,1,2,2.5,152000.0,3,1,1,0,14,12
80,9408.0,779.0,44,787,2003.0,9,0,4,1.5,181926.0,0,0,1,1,12,2
81,44213.0,891.0,18,655,2016.0,4,1,1,2.0,50255.0,0,1,1,0,11,4
82,21950.0,831.0,13,732,2011.0,2,0,1,2.4,125000.0,1,0,1,0,14,2
83,7840.0,779.0,28,754,2004.0,9,0,3,1.9,170000.0,2,1,1,0,12,4
84,1490.0,639.0,47,448,2014.0,9,1,1,2.0,113214.0,0,1,1,0,7,12
85,13172.0,779.0,17,265,2002.0,4,0,4,2.4,260000.0,0,0,1,0,12,6
86,706.0,751.0,18,672,2013.0,8,1,4,2.4,175827.0,0,1,1,0,1,12
87,25716.0,777.0,44,200,2014.0,8,0,4,2.5,115200.0,0,1,1,0,12,8
88,14426.0,642.0,6,554,2012.0,4,1,3,2.0,132036.0,0,1,1,0,14,4
89,10820.0,779.0,44,625,2001.0,4,0,4,2.0,91000.0,0,0,0,1,12,4
90,11917.0,893.0,18,426,2008.0,3,0,1,1.6,201000.0,1,1,1,0,1,8
91,41281.0,765.0,18,655,2015.0,4,1,1,2.0,185811.0,0,1,1,0,1,4
92,3700.0,779.0,1,8,2001.0,1,1,4,1.8,240000.0,1,1,0,0,1,4
93,15681.0,779.0,43,408,2008.0,4,0,4,1.6,98000.0,0,0,0,0,1,12
94,6586.0,645.0,25,183,2011.0,3,1,2,1.8,122302.0,0,1,1,0,1,0
95,12544.0,779.0,44,595,2007.0,3,0,2,1.5,140000.0,0,1,1,0,0,6
96,30063.0,639.0,18,745,2014.0,4,1,1,2.0,120000.0,0,1,1,0,14,4
97,21639.0,779.0,18,762,2015.0,3,0,4,1.6,17200.0,2,1,0,0,11,10
98,36692.0,779.0,44,631,2013.0,4,0,4,2.5,120000.0,2,1,1,0,14,0
99,30.0,779.0,17,340,2002.0,3,0,4,1.5,0.0,0,1,1,1,12,4
100,3136.0,779.0,44,666,2004.0,8,0,4,1.5,300000.0,3,1,1,1,0,4
101,10663.0,779.0,44,595,2009.0,8,1,2,1.8,230000.0,3,1,1,0,7,6
102,3.0,779.0,18,310,2011.0,8,1,4,1.8,80000.0,2,1,1,0,7,6
103,15367.0,640.0,47,572,2013.0,8,1,1,2.0,179200.0,2,1,1,0,14,16
104,26594.0,777.0,18,411,2014.0,6,1,1,2.5,179918.0,0,1,1,0,12,4
105,36065.0,779.0,44,121,2013.0,8,1,2,2.5,92200.0,2,1,1,0,0,12
106,26343.0,730.0,22,224,2016.0,8,1,1,1.6,29000.0,2,1,1,0,12,8
107,549.0,862.0,27,190,2011.0,8,1,4,2.5,216550.0,0,1,1,0,1,12
108,14000.0,585.0,18,310,2013.0,8,0,4,1.8,50000.0,2,1,1,0,7,10
109,10349.0,779.0,33,112,2003.0,3,0,4,1.6,180000.0,1,1,1,0,12,6
110,8154.0,779.0,44,446,2002.0,3,0,4,1.3,115000.0,0,1,1,1,12,7
111,7527.0,640.0,47,572,2013.0,8,1,1,2.0,132310.0,0,1,1,0,7,12
112,22063.0,836.0,18,745,2010.0,4,1,1,2.0,142264.0,0,1,1,0,14,4
113,4704.0,585.0,44,247,2013.0,8,1,4,1.8,227371.0,0,1,1,0,12,12
114,941.0,642.0,47,448,2012.0,8,1,1,2.0,203440.0,0,1,1,0,1,12
115,18189.0,779.0,32,642,2010.0,4,1,4,2.5,122000.0,0,0,1,0,12,4
116,5331.0,779.0,27,506,2000.0,6,0,4,2.5,127000.0,0,1,1,0,6,4
117,42651.0,1017.0,28,390,2017.0,4,1,4,2.0,44995.0,0,0,1,0,1,0
118,15524.0,586.0,44,595,2012.0,3,0,2,1.8,122324.0,0,1,1,0,11,7
119,28909.0,831.0,18,310,2017.0,8,1,1,1.6,98000.0,0,1,1,0,14,4
120,50.0,779.0,44,101,2013.0,8,0,2,1.5,130000.0,0,2,1,1,13,0
121,14426.0,639.0,18,672,2014.0,8,1,3,2.0,169024.0,0,1,1,0,14,4
122,22580.0,779.0,44,200,2013.0,8,1,4,2.5,156666.0,0,1,1,0,1,12
123,7683.0,779.0,32,726,2006.0,8,1,0,1.8,200000.0,3,1,1,0,12,2
124,22266.0,779.0,13,379,2013.0,8,1,4,1.6,85500.0,0,1,1,0,1,8
125,392.0,629.0,32,463,2015.0,4,1,4,1.6,85944.0,0,0,1,0,1,0
126,33556.0,765.0,28,157,2015.0,8,1,4,2.0,0.0,0,2,1,0,1,12
127,39161.0,831.0,41,91,2017.0,4,1,1,1.6,73000.0,0,1,1,0,14,4
128,16308.0,779.0,13,732,2008.0,5,0,1,2.2,180000.0,1,1,1,0,14,2
129,17719.0,779.0,44,200,2009.0,8,1,2,2.4,92000.0,2,1,1,0,13,8
130,20385.0,738.0,6,268,2017.0,8,0,4,1.4,42000.0,2,1,2,0,1,12
131,15241.0,707.0,18,396,2011.0,1,1,4,2.0,117492.0,0,1,1,0,7,4
132,27911.0,779.0,28,150,2014.0,8,1,4,1.8,70000.0,2,2,1,0,0,8
133,4861.0,779.0,44,200,2013.0,8,1,2,2.5,136861.0,0,1,1,0,2,12
134,29793.0,779.0,28,646,2005.0,8,1,4,3.5,263000.0,0,2,1,0,1,0
135,30.0,779.0,32,726,2006.0,3,0,4,1.5,0.0,0,1,1,1,11,4
136,34497.0,779.0,44,628,2013.0,4,0,4,2.5,65350.0,2,1,1,0,14,12
137,4704.0,779.0,33,760,2000.0,3,0,1,2.0,11111.0,1,1,1,0,11,2
138,7840.0,779.0,28,142,2001.0,8,1,0,2.0,140000.0,1,2,1,0,1,4
139,18817.0,738.0,6,268,2017.0,3,1,4,1.4,29094.0,0,1,1,0,7,0
140,706.0,1017.0,13,329,2017.0,4,1,4,2.0,251430.0,0,1,1,0,2,12
141,36426.0,880.0,18,310,2018.0,8,1,3,1.6,35643.0,0,1,1,0,14,4
142,8467.0,779.0,17,228,2006.0,3,0,4,1.8,250000.0,1,1,1,1,7,4
143,12701.0,900.0,17,265,2015.0,4,1,4,2.4,117158.0,0,1,1,0,14,12
144,8154.0,781.0,42,366,2012.0,4,1,4,2.5,281659.0,0,0,1,0,2,0
145,45160.0,798.0,28,504,2015.0,4,1,1,2.1,197338.0,0,0,1,0,14,12
146,1176.0,639.0,31,234,2014.0,3,1,4,2.0,136634.0,0,1,1,0,12,12
147,5802.0,988.0,44,595,2007.0,3,1,2,1.5,140000.0,3,1,1,0,6,12
148,11290.0,779.0,17,340,2013.0,8,0,2,1.3,145000.0,0,1,1,1,12,8
149,14426.0,779.0,44,200,2006.0,8,1,2,2.4,188800.0,3,1,1,0,7,8
150,27284.0,779.0,44,205,2014.0,8,1,4,2.5,52000.0,2,1,1,0,1,12
151,7840.0,790.0,18,426,2009.0,3,1,4,1.6,140000.0,0,1,1,0,12,4
152,24198.0,640.0,18,745,2013.0,4,1,1,2.0,124000.0,0,1,1,0,12,4
153,1725.0,777.0,6,507,2014.0,8,1,4,2.5,310061.0,0,1,1,0,2,12
154,17249.0,586.0,44,595,2012.0,8,0,2,1.8,22400.0,0,1,1,0,14,8
155,31361.0,639.0,18,672,2014.0,8,1,4,2.0,62000.0,2,1,1,0,14,12
156,12720.0,645.0,6,268,2011.0,8,1,4,1.8,135759.0,0,1,1,0,7,4
157,26372.0,640.0,18,745,2013.0,4,1,1,2.0,120534.0,0,1,1,0,12,4
158,8097.0,790.0,9,481,2009.0,8,1,4,1.6,130000.0,0,1,1,0,1,4
159,18503.0,779.0,18,672,2012.0,8,0,2,2.0,280480.0,0,1,1,0,12,9
160,12231.0,574.0,17,440,2010.0,8,0,2,1.3,150000.0,3,1,1,0,1,12
161,40.0,779.0,17,340,2002.0,3,0,4,1.3,135000.0,3,1,1,1,1,4
162,17054.0,862.0,18,411,2011.0,9,1,1,2.5,237853.0,0,1,1,0,12,4
163,5300.0,779.0,17,712,2001.0,9,0,4,2.0,111000.0,0,1,1,1,1,6
164,9565.0,765.0,18,672,2015.0,8,1,3,2.0,42000.0,0,1,1,0,8,4
165,24302.0,765.0,6,507,2015.0,8,1,1,2.0,60618.0,0,1,1,0,1,4
166,18817.0,779.0,44,200,2009.0,8,1,4,2.4,230400.0,0,1,1,0,12,12
167,1960.0,777.0,32,100,2014.0,8,1,4,2.5,127918.0,0,1,1,0,11,12
168,15530.0,891.0,18,672,2016.0,8,1,3,2.0,280016.0,0,1,1,0,12,4
169,11290.0,891.0,18,672,2016.0,8,1,3,2.0,270874.0,0,1,1,0,12,4
170,24148.0,779.0,44,595,2013.0,3,0,2,1.8,118000.0,0,1,1,0,13,12
171,18817.0,697.0,18,310,2015.0,8,0,4,1.8,85000.0,2,1,1,0,1,12
172,18669.0,862.0,18,411,2011.0,6,1,1,2.5,52686.0,0,1,1,0,12,4
173,37000.0,891.0,18,745,2016.0,4,1,1,2.0,80000.0,0,1,1,0,12,4
174,18826.0,707.0,41,633,2011.0,4,1,1,2.0,186412.0,0,1,1,0,12,4
175,21012.0,779.0,28,777,2007.0,6,0,1,2.2,285000.0,1,2,1,0,11,4
176,18826.0,836.0,41,91,2010.0,4,1,1,2.0,120000.0,0,1,1,0,12,4
177,22649.0,707.0,18,745,2011.0,4,1,1,2.0,142000.0,0,1,1,0,14,4
178,16590.0,862.0,18,411,2011.0,6,1,1,2.5,42415.0,0,1,1,0,14,4
179,8624.0,966.0,9,481,2009.0,8,1,4,2.0,19999.0,0,1,1,0,7,4
180,5331.0,779.0,31,233,2003.0,3,0,4,1.3,241589.0,3,1,1,1,13,5
181,7370.0,779.0,33,820,2000.0,6,0,4,1.8,260000.0,1,1,1,0,12,6
182,17249.0,697.0,47,448,2015.0,8,1,4,1.8,55000.0,2,1,1,0,1,10
183,11604.0,779.0,17,340,2010.0,3,0,2,1.3,157000.0,2,1,1,1,14,2
184,14113.0,862.0,47,448,2011.0,8,1,4,2.5,156800.0,0,1,1,0,2,12
185,11917.0,779.0,17,340,2011.0,3,0,2,1.3,188000.0,0,1,1,1,2,8
186,12777.0,640.0,18,672,2013.0,8,1,4,2.0,162558.0,0,1,1,0,1,4
187,18817.0,779.0,44,601,2013.0,3,0,2,1.5,130000.0,0,1,1,0,11,12
188,23521.0,781.0,44,200,2012.0,8,1,2,2.5,83000.0,3,1,1,0,12,10
189,12544.0,645.0,44,595,2011.0,3,0,2,1.8,284678.0,0,1,1,0,12,12
190,3450.0,831.0,18,672,2011.0,8,1,2,2.4,224349.0,0,1,1,0,7,0
191,94.0,1017.0,18,310,2017.0,4,1,4,2.0,284251.0,0,1,1,0,7,12
192,21169.0,781.0,6,268,2018.0,8,0,4,1.4,25304.0,0,1,1,0,3,8
193,4861.0,645.0,25,183,2011.0,3,1,2,1.8,95590.0,0,1,1,0,14,12
194,13485.0,765.0,18,672,2015.0,8,1,3,2.0,72369.0,0,1,1,0,12,4
195,11917.0,779.0,44,200,2007.0,8,0,2,2.4,200000.0,3,1,1,0,7,12
196,627.0,586.0,25,183,2012.0,3,1,2,1.8,192683.0,0,1,1,0,14,0
197,12570.0,761.0,6,481,2010.0,8,1,4,1.8,152293.0,0,1,1,0,7,4
198,14009.0,595.0,44,101,2015.0,3,1,4,1.5,137350.0,0,1,1,0,12,4
199,8311.0,891.0,28,390,2016.0,4,1,4,2.0,109555.0,0,1,1,0,14,0
200,23521.0,779.0,44,247,2014.0,8,0,4,1.8,40000.0,0,1,1,0,6,16
201,25716.0,891.0,13,386,2016.0,8,1,4,2.0,65000.0,2,1,1,0,12,12
202,21730.0,831.0,18,310,2017.0,8,1,3,1.6,32510.0,0,1,1,0,2,4
203,19369.0,707.0,18,396,2011.0,1,1,4,2.0,153651.0,0,1,1,0,11,4
204,12544.0,779.0,43,462,2000.0,4,0,4,1.3,125000.0,1,0,0,0,6,4
205,25299.0,642.0,18,745,2012.0,4,1,1,2.0,160000.0,0,1,1,0,7,4
206,7213.0,880.0,6,268,2018.0,8,1,1,1.6,28515.0,0,1,1,0,7,12
207,18817.0,779.0,44,595,2011.0,8,1,2,1.8,160000.0,2,1,1,0,12,12
208,17249.0,779.0,44,595,2011.0,3,0,2,1.8,141000.0,0,1,1,0,7,6
209,17249.0,585.0,18,310,2013.0,8,1,4,1.8,64800.0,2,1,1,0,1,12
210,29166.0,779.0,13,329,2014.0,4,1,4,2.0,127000.0,2,0,1,0,12,8
211,188.0,765.0,28,390,2015.0,4,1,4,2.0,69555.0,0,1,1,0,11,12
212,392.0,751.0,22,548,2013.0,8,1,2,2.4,0.0,0,1,1,0,1,12
213,19444.0,779.0,47,448,2015.0,8,1,4,1.8,102400.0,0,1,1,0,12,8
214,15367.0,878.0,44,595,2009.0,3,0,2,1.8,174000.0,3,1,1,0,2,8
215,14113.0,779.0,17,664,2013.0,9,0,2,1.3,150000.0,0,1,1,1,14,4
216,13564.0,642.0,6,554,2012.0,4,1,1,2.0,228570.0,0,1,1,0,7,4
217,17876.0,642.0,13,158,2012.0,3,0,2,2.0,128205.0,0,1,1,0,12,10
218,40340.0,730.0,41,91,2016.0,4,1,1,1.6,59272.0,0,1,1,0,14,4
219,300.0,779.0,44,487,2019.0,4,1,4,2.7,120.0,0,0,1,0,14,10
220,18688.0,707.0,18,655,2011.0,4,1,1,2.0,143166.0,0,1,1,0,7,4
221,28830.0,629.0,18,310,2015.0,8,1,4,1.6,68243.0,0,1,1,0,12,4
222,23834.0,697.0,13,732,2012.0,5,0,1,2.2,141000.0,1,1,1,0,14,2
223,314.0,1017.0,28,299,2017.0,8,1,4,2.0,26802.0,0,2,1,0,1,12
224,16000.0,779.0,13,158,2014.0,3,0,2,2.0,272000.0,0,1,1,0,7,4
225,15994.0,779.0,18,762,2011.0,3,0,4,1.6,73600.0,1,1,0,0,4,6
226,11917.0,641.0,6,554,2012.0,4,1,1,2.0,79749.0,0,1,1,0,12,4
227,1568.0,749.0,6,327,2014.0,4,1,4,2.4,251514.0,0,1,1,0,1,12
228,13808.0,891.0,18,672,2016.0,8,1,3,2.0,38206.0,0,1,1,0,14,4
229,392.0,862.0,27,190,2011.0,4,1,4,2.5,183728.0,0,1,1,0,2,12
230,16151.0,586.0,44,595,2012.0,3,0,2,1.8,110990.0,0,1,1,0,12,8
231,3300.0,779.0,35,749,2001.0,3,0,4,1.2,777.0,1,1,0,0,10,4
232,22947.0,836.0,18,745,2010.0,4,1,1,2.0,171344.0,0,1,1,0,7,4
233,7840.0,585.0,25,183,2013.0,3,1,2,1.8,65989.0,0,1,1,0,12,0
234,25089.0,777.0,44,200,2014.0,8,1,4,2.5,125000.0,2,1,1,0,7,12
235,24415.0,642.0,41,477,2012.0,4,1,1,2.0,135490.0,0,1,1,0,1,4
236,1725.0,584.0,18,310,2014.0,8,1,4,1.8,107155.0,0,1,1,0,1,12
237,549.0,584.0,18,310,2014.0,8,1,4,1.8,140082.0,0,1,1,0,1,12
238,314.0,781.0,44,200,2012.0,8,1,2,2.5,249422.0,0,1,1,0,1,12
239,19130.0,779.0,2,81,2010.0,8,1,4,2.0,168000.0,0,0,1,0,12,12
240,35570.0,877.0,18,745,2017.0,4,1,1,1.7,97880.0,0,1,1,0,14,4
241,12544.0,779.0,43,475,2010.0,8,0,4,2.4,263157.0,2,1,1,0,1,0
242,24148.0,749.0,18,745,2014.0,4,1,4,2.4,128000.0,2,0,1,0,11,8
243,706.0,585.0,44,595,2013.0,3,1,2,1.8,105328.0,0,1,1,0,14,12
244,12858.0,779.0,44,595,2008.0,8,0,2,1.5,210452.0,3,1,1,0,12,8
245,18189.0,639.0,3,35,2014.0,8,1,1,2.0,250491.0,0,2,1,0,14,12
246,24775.0,779.0,13,379,2013.0,8,1,4,1.6,46000.0,2,1,1,0,14,8
247,15257.0,707.0,18,672,2011.0,8,1,4,2.0,163374.0,0,1,1,0,7,4
248,10976.0,779.0,32,798,2004.0,4,1,4,2.0,121856.0,0,0,1,1,0,6
249,22825.0,642.0,6,554,2012.0,4,1,1,2.0,137433.0,0,1,1,0,14,4
250,44134.0,730.0,41,91,2016.0,4,1,1,1.6,48910.0,0,1,1,0,14,4
251,7213.0,779.0,28,143,2001.0,1,0,4,2.0,183000.0,2,2,0,1,1,4
252,9565.0,784.0,17,228,2017.0,8,1,4,1.5,58282.0,0,1,1,0,14,12
253,348.0,779.0,47,448,1999.0,8,0,0,2.0,284000.0,1,1,1,0,14,4
254,12544.0,1024.0,47,448,2010.0,8,1,4,2.5,110000.0,2,1,1,0,12,6
255,100.0,779.0,18,672,2013.0,8,1,4,2.4,77000.0,2,1,1,0,14,8
256,44247.0,765.0,18,655,2015.0,4,1,1,2.0,153958.0,0,1,1,0,14,4
257,19444.0,650.0,47,448,2016.0,8,0,4,1.4,36000.0,2,1,1,0,7,6
258,11917.0,779.0,44,595,2008.0,8,0,2,1.8,200000.0,0,1,1,0,7,0
259,9408.0,988.0,44,595,2007.0,3,0,2,1.5,113000.0,0,1,1,0,13,8
260,23834.0,810.0,44,251,2016.0,3,0,4,1.8,102500.0,0,1,1,0,14,10
261,22894.0,779.0,44,200,2013.0,8,0,4,2.5,101000.0,2,1,1,0,1,10
262,10976.0,779.0,28,180,2004.0,1,0,4,2.4,89000.0,2,2,0,1,12,10
263,5604.0,922.0,9,481,2009.0,8,1,4,1.9,44521.0,0,1,1,0,12,4
264,17876.0,779.0,13,356,2013.0,8,1,4,1.6,160000.0,2,1,1,0,1,4
265,18189.0,586.0,18,310,2012.0,8,1,4,1.8,136000.0,2,1,1,0,1,8
266,70.0,779.0,13,732,2007.0,2,0,1,2.4,350000.0,1,2,1,0,14,0
267,27911.0,779.0,30,241,2013.0,1,1,4,1.6,56000.0,1,1,0,0,12,10
268,470.0,753.0,18,672,2012.0,4,1,2,2.4,123862.0,0,1,1,0,14,0
269,7840.0,779.0,28,140,2000.0,8,0,4,2.0,136000.0,2,2,1,1,2,6
270,12231.0,765.0,18,672,2015.0,8,1,3,2.0,348486.0,0,1,1,0,12,4
271,17035.0,707.0,18,672,2011.0,8,1,4,2.0,200867.0,0,1,1,0,1,4
272,27654.0,629.0,18,310,2015.0,8,1,4,1.6,87534.0,0,1,1,0,7,4
273,17719.0,779.0,22,548,2013.0,8,1,4,2.0,91000.0,0,1,1,0,14,8
274,14081.0,1024.0,18,411,2010.0,6,1,1,2.5,124850.0,0,1,1,0,14,4
275,706.0,639.0,2,74,2014.0,8,1,4,2.0,162032.0,0,1,1,0,1,0
276,282.0,761.0,44,595,2010.0,3,1,2,1.8,265315.0,0,1,1,0,14,12
277,2666.0,900.0,18,672,2015.0,8,1,4,2.4,234618.0,0,1,1,0,11,12
278,23994.0,730.0,6,554,2016.0,4,1,1,1.6,125774.0,0,1,1,0,14,4
279,14740.0,645.0,44,595,2011.0,3,0,2,1.8,161000.0,3,1,1,0,2,11
280,11563.0,687.0,18,310,2010.0,8,1,4,1.6,130814.0,0,1,1,0,12,4
281,45376.0,891.0,18,655,2016.0,4,1,1,2.0,109446.0,0,1,1,0,14,4
282,15681.0,779.0,44,625,2002.0,4,0,4,2.0,140000.0,1,0,1,0,12,8
283,33707.0,877.0,18,745,2017.0,4,1,1,1.7,143544.0,0,1,1,0,14,4
284,12544.0,779.0,13,732,1999.0,5,0,1,2.4,0.0,1,2,0,0,14,0
285,17876.0,779.0,18,310,2013.0,8,0,4,1.6,84800.0,2,1,1,0,12,8
286,2509.0,779.0,44,256,2007.0,6,0,1,2.2,112000.0,1,1,1,0,1,4
287,6586.0,779.0,28,289,1999.0,8,1,4,2.0,318406.0,1,2,1,0,2,6
288,6586.0,639.0,2,74,2014.0,8,1,4,2.0,123640.0,0,0,1,0,2,12
289,47042.0,1017.0,2,622,2017.0,4,1,4,2.0,75186.0,0,0,1,0,1,0
290,5865.0,966.0,9,481,2009.0,8,1,1,2.0,39031.0,0,1,1,0,2,4
291,20883.0,707.0,41,91,2011.0,4,1,1,2.0,102000.0,0,1,1,0,1,4
292,10976.0,779.0,17,546,2008.0,6,0,3,2.4,20000.0,3,1,1,1,7,6
293,23521.0,779.0,31,478,2010.0,7,0,1,2.4,175000.0,1,0,1,0,14,2
294,25402.0,638.0,41,633,2014.0,4,1,1,2.0,67861.0,0,1,1,0,4,4
